Calendar Year,AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,Governing Body,Year Range,Geolocation,ICSEA,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%),Address,Latitude,Longitudes,HubExistance
2016,8555,Banksia Road Public School,Greenacre,NSW,2190,Government,Primary,School Single Entity,Individual Reporting,Department of Education NSW,K-6,Major Cities,951,51,27,17,5,27,30.2,4,3.4,482,203,279,482,1,94,"Banksia Road Public School, Greenacre, NSW, 2190","{'results': [{'address_components': [{'long_name': '65', 'short_name': '65', 'types': ['street_number']}, {'long_name': 'Banksia Road', 'short_name': 'Banksia Rd', 'types': ['route']}, {'long_name': 'Greenacre', 'short_name': 'Greenacre', 'types': ['locality', 'political']}, {'long_name': 'Bankstown City Council', 'short_name': 'Bankstown', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'New South Wales', 'short_name': 'NSW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '2190', 'short_name': '2190', 'types': ['postal_code']}], 'formatted_address': '65 Banksia Rd, Greenacre NSW 2190, Australia', 'geometry': {'location': {'lat': -33.9069566, 'lng': 151.0502286}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -33.9056076197085, 'lng': 151.0515775802915}, 'southwest': {'lat': -33.9083055802915, 'lng': 151.0488796197085}}}, 'place_id': 'ChIJXRu08oq7EmsRGJbZk_2b3N0', 'plus_code': {'compound_code': '33V2+63 Greenacre, New South Wales, Australia', 'global_code': '4RRH33V2+63'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",151.0502286,y
2016,8540,Marsden Road Public School,Liverpool,NSW,2170,Government,Primary,School Single Entity,Individual Reporting,Department of Education NSW,K-6,Major Cities,963,44,29,19,7,36,37.3,5,4.3,671,351,320,671,2,87,"Marsden Road Public School, Liverpool, NSW, 2170","{'results': [{'address_components': [{'long_name': 'Marsden Road', 'short_name': 'Marsden Rd', 'types': ['route']}, {'long_name': 'Liverpool', 'short_name': 'Liverpool', 'types': ['locality', 'political']}, {'long_name': 'City of Liverpool', 'short_name': 'City of Liverpool', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'New South Wales', 'short_name': 'NSW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '2170', 'short_name': '2170', 'types': ['postal_code']}], 'formatted_address': 'Marsden Rd, Liverpool NSW 2170, Australia', 'geometry': {'location': {'lat': -33.9166948, 'lng': 150.9134147}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -33.91534581970851, 'lng': 150.9147636802915}, 'southwest': {'lat': -33.91804378029151, 'lng': 150.9120657197085}}}, 'place_id': 'ChIJ_fXP-8mVEmsRgyvau3fJcww', 'plus_code': {'compound_code': '3WM7+89 Liverpool, New South Wales, Australia', 'global_code': '4RRG3WM7+89'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",150.9134147,y
2016,8529,Heckenberg Public School,Heckenberg,NSW,2168,Government,Primary,School Single Entity,Individual Reporting,Department of Education NSW,K-6,Major Cities,860,78,16,5,0,13,13.6,4,2.4,213,107,106,213,12,65,"Heckenberg Public School, Heckenberg, NSW, 2168","{'results': [{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Jindabyne Street', 'short_name': 'Jindabyne St', 'types': ['route']}, {'long_name': 'Heckenberg', 'short_name': 'Heckenberg', 'types': ['locality', 'political']}, {'long_name': 'City of Liverpool', 'short_name': 'City of Liverpool', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'New South Wales', 'short_name': 'NSW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '2168', 'short_name': '2168', 'types': ['postal_code']}], 'formatted_address': '1 Jindabyne St, Heckenberg NSW 2168, Australia', 'geometry': {'location': {'lat': -33.9088833, 'lng': 150.8902056}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -33.9075343197085, 'lng': 150.8915545802915}, 'southwest': {'lat': -33.9102322802915, 'lng': 150.8888566197085}}}, 'place_id': 'ChIJG3uosziUEmsR_e_VjzY9l7I', 'plus_code': {'compound_code': '3VRR+C3 Heckenberg, New South Wales, Australia', 'global_code': '4RRG3VRR+C3'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",150.8902056,y
2016,8552,Prairievale Public School,Bossley Park,NSW,2176,Government,Primary,School Single Entity,Individual Reporting,Department of Education NSW,"U, K-6",Major Cities,921,62,21,14,4,28,32,4,6.2,463,221,242,463,2,90,"Prairievale Public School, Bossley Park, NSW, 2176","{'results': [{'address_components': [{'long_name': '211', 'short_name': '211', 'types': ['street_number']}, {'long_name': 'Prairie Vale Road', 'short_name': 'Prairie Vale Rd', 'types': ['route']}, {'long_name': 'Bossley Park', 'short_name': 'Bossley Park', 'types': ['locality', 'political']}, {'long_name': 'Fairfield City Council', 'short_name': 'Fairfield', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'New South Wales', 'short_name': 'NSW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '2176', 'short_name': '2176', 'types': ['postal_code']}], 'formatted_address': '211 Prairie Vale Rd, Bossley Park NSW 2176, Australia', 'geometry': {'location': {'lat': -33.8665662, 'lng': 150.8910681}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -33.86521721970851, 'lng': 150.8924170802915}, 'southwest': {'lat': -33.8679151802915, 'lng': 150.8897191197085}}}, 'place_id': 'ChIJcU1KZOuWEmsR4e1Ad-qYRxM', 'plus_code': {'compound_code': '4VMR+9C Bossley Park, New South Wales, Australia', 'global_code': '4RRG4VMR+9C'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",150.8910681,y
2016,8575,Bankstown Public School,Bankstown,NSW,2200,Government,Primary,School Single Entity,Individual Reporting,Department of Education NSW,"U, K-6",Major Cities,951,53,24,16,7,55,58.7,7,6.9,896,422,474,896,1,97,"Bankstown Public School, Bankstown, NSW, 2200","{'results': [{'address_components': [{'long_name': '61', 'short_name': '61', 'types': ['street_number']}, {'long_name': 'Restwell Street', 'short_name': 'Restwell St', 'types': ['route']}, {'long_name': 'Bankstown', 'short_name': 'Bankstown', 'types': ['locality', 'political']}, {'long_name': 'Bankstown City Council', 'short_name': 'Bankstown', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'New South Wales', 'short_name': 'NSW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '2200', 'short_name': '2200', 'types': ['postal_code']}], 'formatted_address': '61 Restwell St, Bankstown NSW 2200, Australia', 'geometry': {'location': {'lat': -33.921057, 'lng': 151.0335415}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -33.91970801970849, 'lng': 151.0348904802915}, 'southwest': {'lat': -33.92240598029149, 'lng': 151.0321925197085}}}, 'place_id': 'ChIJdfHEVxu8EmsRtZ5uI1vfst0', 'plus_code': {'compound_code': '32HM+HC Bankstown, New South Wales, Australia', 'global_code': '4RRH32HM+HC'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",151.0335415,y
2016,10796,Colyton Public School,Mount Druitt,NSW,2770,Government,Primary,School Single Entity,Individual Reporting,Department of Education NSW,K-6,Major Cities,1005,32,24,26,18,32,39.1,5,4.5,728,328,400,728,2,67,"Colyton Public School, Mount Druitt, NSW, 2770","{'results': [{'address_components': [{'long_name': '43-81', 'short_name': '43-81', 'types': ['street_number']}, {'long_name': 'Nelson Street', 'short_name': 'Nelson St', 'types': ['route']}, {'long_name': 'Mount Druitt', 'short_name': 'Mount Druitt', 'types': ['locality', 'political']}, {'long_name': 'City of Blacktown', 'short_name': 'Blacktown', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'New South Wales', 'short_name': 'NSW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '2770', 'short_name': '2770', 'types': ['postal_code']}], 'formatted_address': '43-81 Nelson St, Mount Druitt NSW 2770, Australia', 'geometry': {'location': {'lat': -33.7770961, 'lng': 150.813135}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -33.77574711970851, 'lng': 150.8144839802915}, 'southwest': {'lat': -33.7784450802915, 'lng': 150.8117860197085}}}, 'place_id': 'ChIJ29eCNYiaEmsRfp23xhDzbVo', 'plus_code': {'compound_code': '6RF7+57 Mount Druitt, New South Wales, Australia', 'global_code': '4RRG6RF7+57'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",150.813135,y
2016,7746,Rydalmere Public School,Rydalmere,NSW,2116,Government,Primary,School Single Entity,Individual Reporting,Department of Education NSW,P-6,Major Cities,979,38,29,25,9,5,8,2,3,114,54,60,114,3,52,"Rydalmere Public School, Rydalmere, NSW, 2116","{'results': [{'address_components': [{'long_name': '397', 'short_name': '397', 'types': ['street_number']}, {'long_name': 'Victoria Road', 'short_name': 'Victoria Rd', 'types': ['route']}, {'long_name': 'Rydalmere', 'short_name': 'Rydalmere', 'types': ['locality', 'political']}, {'long_name': 'City of Parramatta Council', 'short_name': 'City of Parramatta Council', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'New South Wales', 'short_name': 'NSW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '2116', 'short_name': '2116', 'types': ['postal_code']}], 'formatted_address': '397 Victoria Rd, Rydalmere NSW 2116, Australia', 'geometry': {'location': {'lat': -33.8143238, 'lng': 151.0447367}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -33.8129748197085, 'lng': 151.0460856802915}, 'southwest': {'lat': -33.8156727802915, 'lng': 151.0433877197085}}}, 'place_id': 'ChIJQVYUBH2jEmsRERfxEwqPADA', 'plus_code': {'compound_code': '52PV+7V Rydalmere, New South Wales, Australia', 'global_code': '4RRH52PV+7V'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",151.0447367,y
2016,7814,Westmead Public School,Westmead,NSW,2145,Government,Primary,School Single Entity,Individual Reporting,Department of Education NSW,K-6,Major Cities,1139,3,7,25,65,60,67.3,8,6.9,1271,598,673,1271,0,97,"Westmead Public School, Westmead, NSW, 2145","{'results': [{'address_components': [{'long_name': 'Hawkesbury Road', 'short_name': 'Hawkesbury Rd', 'types': ['route']}, {'long_name': 'Westmead', 'short_name': 'Westmead', 'types': ['locality', 'political']}, {'long_name': 'Cumberland Council', 'short_name': 'Cumberland Council', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'New South Wales', 'short_name': 'NSW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '2145', 'short_name': '2145', 'types': ['postal_code']}], 'formatted_address': 'Hawkesbury Rd, Westmead NSW 2145, Australia', 'geometry': {'location': {'lat': -33.8109373, 'lng': 150.9864665}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -33.8095883197085, 'lng': 150.9878154802915}, 'southwest': {'lat': -33.8122862802915, 'lng': 150.9851175197085}}}, 'place_id': 'ChIJjXpLROiiEmsRBmsvND9EWCg', 'plus_code': {'compound_code': '5XQP+JH Westmead, New South Wales, Australia', 'global_code': '4RRG5XQP+JH'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",150.9864665,y
2016,7821,Bert Oldfield Public School,Seven Hills,NSW,2147,Government,Primary,School Single Entity,Individual Reporting,Department of Education NSW,K-6,Major Cities,1003,31,24,27,18,13,15.2,4,2.6,269,137,132,269,2,70,"Bert Oldfield Public School, Seven Hills, NSW, 2147","{'results': [{'address_components': [{'long_name': 'Oldfield Road', 'short_name': 'Oldfield Rd', 'types': ['route']}, {'long_name': 'Seven Hills', 'short_name': 'Seven Hills', 'types': ['locality', 'political']}, {'long_name': 'City of Blacktown', 'short_name': 'Blacktown', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'New South Wales', 'short_name': 'NSW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '2147', 'short_name': '2147', 'types': ['postal_code']}], 'formatted_address': 'Oldfield Rd, Seven Hills NSW 2147, Australia', 'geometry': {'location': {'lat': -33.7775178, 'lng': 150.9246166}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -33.7761688197085, 'lng': 150.9259655802915}, 'southwest': {'lat': -33.77886678029149, 'lng': 150.9232676197086}}}, 'place_id': 'ChIJm1WpOF6ZEmsR58F3T6MX2eE', 'plus_code': {'compound_code': '6WCF+XR Seven Hills, New South Wales, Australia', 'global_code': '4RRG6WCF+XR'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",150.9246166,y
2016,7812,Toongabbie East Public School,Wentworthville,NSW,2145,Government,Primary,School Single Entity,Individual Reporting,Department of Education NSW,K-6,Major Cities,891,66,21,9,5,8,9.1,1,1.4,78,39,39,78,13,53,"Toongabbie East Public School, Wentworthville, NSW, 2145","{'results': [{'address_components': [{'long_name': 'Harris Road', 'short_name': 'Harris Rd', 'types': ['route']}, {'long_name': 'Wentworthville', 'short_name': 'Wentworthville', 'types': ['locality', 'political']}, {'long_name': 'City of Parramatta Council', 'short_name': 'City of Parramatta Council', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'New South Wales', 'short_name': 'NSW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '2145', 'short_name': '2145', 'types': ['postal_code']}], 'formatted_address': 'Harris Rd, Wentworthville NSW 2145, Australia', 'geometry': {'location': {'lat': -33.7970928, 'lng': 150.9793266}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -33.79574381970851, 'lng': 150.9806755802915}, 'southwest': {'lat': -33.7984417802915, 'lng': 150.9779776197085}}}, 'place_id': 'ChIJqYUS4fKiEmsR93QEaVaR5fY', 'plus_code': {'compound_code': '6X3H+5P Constitution Hill, New South Wales, Australia', 'global_code': '4RRG6X3H+5P'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",150.9793266,y
2016,9955,Warrawong Public School,Warrawong,NSW,2502,Government,Primary,School Single Entity,Individual Reporting,Department of Education NSW,"U, K-6",Major Cities,864,74,18,7,1,18,18.4,6,5.5,269,131,138,269,16,39,"Warrawong Public School, Warrawong, NSW, 2502","{'results': [{'address_components': [{'long_name': '127', 'short_name': '127', 'types': ['street_number']}, {'long_name': 'Cowper Street', 'short_name': 'Cowper St', 'types': ['route']}, {'long_name': 'Warrawong', 'short_name': 'Warrawong', 'types': ['locality', 'political']}, {'long_name': 'Wollongong City Council', 'short_name': 'Wollongong', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'New South Wales', 'short_name': 'NSW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '2502', 'short_name': '2502', 'types': ['postal_code']}], 'formatted_address': '127 Cowper St, Warrawong NSW 2502, Australia', 'geometry': {'location': {'lat': -34.4816195, 'lng': 150.8777014}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -34.4802705197085, 'lng': 150.8790503802915}, 'southwest': {'lat': -34.4829684802915, 'lng': 150.8763524197085}}}, 'place_id': 'ChIJJUMq_zwXE2sRAVp1HU5JY6o', 'plus_code': {'compound_code': 'GV9H+93 Wollongong, New South Wales, Australia', 'global_code': '4RQGGV9H+93'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}, {'address_components': [{'long_name': '127', 'short_name': '127', 'types': ['street_number']}, {'long_name': 'Cowper Street', 'short_name': 'Cowper St', 'types': ['route']}, {'long_name': 'Warrawong', 'short_name': 'Warrawong', 'types': ['locality', 'political']}, {'long_name': 'Wollongong City Council', 'short_name': 'Wollongong', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'New South Wales', 'short_name': 'NSW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '2502', 'short_name': '2502', 'types': ['postal_code']}], 'formatted_address': '127 Cowper St, Warrawong NSW 2502, Australia', 'geometry': {'location': {'lat': -34.4804711, 'lng': 150.8754878}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -34.4791221197085, 'lng': 150.8768367802915}, 'southwest': {'lat': -34.48182008029149, 'lng': 150.8741388197085}}}, 'place_id': 'ChIJJUMq_zwXE2sRSyV01yHsub4', 'plus_code': {'compound_code': 'GV9G+R5 Wollongong, New South Wales, Australia', 'global_code': '4RQGGV9G+R5'}, 'types': ['establishment', 'point_of_interest', 'school', 'secondary_school']}], 'status': 'OK'}",150.8777014,y
2016,9949,Wollongong West Public School,Wollongong,NSW,2500,Government,Primary,School Single Entity,Individual Reporting,Department of Education NSW,K-6,Major Cities,976,38,25,21,17,13,15.7,4,2.3,238,118,120,238,10,43,"Wollongong West Public School, Wollongong, NSW, 2500","{'results': [{'address_components': [{'long_name': '442', 'short_name': '442', 'types': ['street_number']}, {'long_name': 'Crown Street', 'short_name': 'Crown St', 'types': ['route']}, {'long_name': 'West Wollongong', 'short_name': 'West Wollongong', 'types': ['locality', 'political']}, {'long_name': 'Wollongong City Council', 'short_name': 'Wollongong', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'New South Wales', 'short_name': 'NSW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '2500', 'short_name': '2500', 'types': ['postal_code']}], 'formatted_address': '442 Crown St, West Wollongong NSW 2500, Australia', 'geometry': {'location': {'lat': -34.4245047, 'lng': 150.8717171}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -34.4231557197085, 'lng': 150.8730660802915}, 'southwest': {'lat': -34.4258536802915, 'lng': 150.8703681197085}}}, 'place_id': 'ChIJJaSPkKsZE2sRAVU5fpJfhQg', 'plus_code': {'compound_code': 'HVGC+5M Wollongong, New South Wales, Australia', 'global_code': '4RQGHVGC+5M'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",150.8717171,y
2016,9948,Wollongong Public School,Wollongong,NSW,2500,Government,Primary,School Single Entity,Individual Reporting,Department of Education NSW,K-6,Major Cities,1074,14,18,26,42,19,24.3,7,3.3,453,197,256,453,2,56,"Wollongong Public School, Wollongong, NSW, 2500","{'results': [{'address_components': [{'long_name': '67A', 'short_name': '67A', 'types': ['street_number']}, {'long_name': 'Church Street', 'short_name': 'Church St', 'types': ['route']}, {'long_name': 'Wollongong', 'short_name': 'Wollongong', 'types': ['locality', 'political']}, {'long_name': 'Wollongong City Council', 'short_name': 'Wollongong', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'New South Wales', 'short_name': 'NSW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '2500', 'short_name': '2500', 'types': ['postal_code']}], 'formatted_address': '67A Church St, Wollongong NSW 2500, Australia', 'geometry': {'location': {'lat': -34.4223669, 'lng': 150.896728}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -34.4210179197085, 'lng': 150.8980769802915}, 'southwest': {'lat': -34.4237158802915, 'lng': 150.8953790197085}}}, 'place_id': 'ChIJ8UrU4qUZE2sRk2icyJDUqFw', 'plus_code': {'compound_code': 'HVHW+3M Wollongong, New South Wales, Australia', 'global_code': '4RQGHVHW+3M'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",150.896728,y
2016,1554,Sacred Heart Catholic Primary School,Villawood,NSW,2163,Catholic,Primary,School Single Entity,Individual Reporting,Catholic Schools NSW,K-6,Major Cities,1032,22,28,27,23,18,11.8,8,4.6,161,84,77,161,1,89,"Sacred Heart Catholic Primary School, Villawood, NSW, 2163","{'results': [{'address_components': [{'long_name': '122', 'short_name': '122', 'types': ['street_number']}, {'long_name': 'Carawatha Street', 'short_name': 'Carawatha St', 'types': ['route']}, {'long_name': 'Villawood', 'short_name': 'Villawood', 'types': ['locality', 'political']}, {'long_name': 'Bankstown City Council', 'short_name': 'Bankstown', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'New South Wales', 'short_name': 'NSW', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '2163', 'short_name': '2163', 'types': ['postal_code']}], 'formatted_address': '122 Carawatha St, Villawood NSW 2163, Australia', 'geometry': {'location': {'lat': -33.8885517, 'lng': 150.975473}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -33.8872027197085, 'lng': 150.9768219802915}, 'southwest': {'lat': -33.8899006802915, 'lng': 150.9741240197085}}}, 'place_id': 'ChIJpQDFeb-9EmsRYBm7DC9saU4', 'plus_code': {'compound_code': '4X6G+H5 Villawood, New South Wales, Australia', 'global_code': '4RRG4X6G+H5'}, 'types': ['establishment', 'point_of_interest', 'school']}], 'status': 'OK'}",150.975473,y
2016,9245,Dandenong Primary School,Dandenong,VIC,3175,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,942,52,26,18,3,30,27.5,17,11.5,383,191,192,383,1,79,"Dandenong Primary School, Dandenong, VIC, 3175","{'results': [{'address_components': [{'long_name': '174-182', 'short_name': '174-182', 'types': ['street_number']}, {'long_name': 'Foster Street', 'short_name': 'Foster St', 'types': ['route']}, {'long_name': 'Dandenong', 'short_name': 'Dandenong', 'types': ['locality', 'political']}, {'long_name': 'Greater Dandenong City', 'short_name': 'Greater Dandenong', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3175', 'short_name': '3175', 'types': ['postal_code']}], 'formatted_address': '174-182 Foster St, Dandenong VIC 3175, Australia', 'geometry': {'location': {'lat': -37.9877809, 'lng': 145.2197596}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.9864319197085, 'lng': 145.2211085802915}, 'southwest': {'lat': -37.98912988029149, 'lng': 145.2184106197085}}}, 'place_id': 'ChIJI-CJoAYU1moRG-auA7awzcE', 'plus_code': {'compound_code': '2669+VW Dandenong, Victoria, Australia', 'global_code': '4RJ72669+VW'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}, {'address_components': [{'long_name': '52', 'short_name': '52', 'types': ['street_number']}, {'long_name': 'Kirkham Road', 'short_name': 'Kirkham Rd', 'types': ['route']}, {'long_name': 'Dandenong', 'short_name': 'Dandenong', 'types': ['locality', 'political']}, {'long_name': 'Greater Dandenong City', 'short_name': 'Greater Dandenong', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3175', 'short_name': '3175', 'types': ['postal_code']}], 'formatted_address': '52 Kirkham Rd, Dandenong VIC 3175, Australia', 'geometry': {'location': {'lat': -37.9984834, 'lng': 145.2121714}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.9971344197085, 'lng': 145.2135203802915}, 'southwest': {'lat': -37.9998323802915, 'lng': 145.2108224197085}}}, 'place_id': 'ChIJD5wcLfAT1moRH8ijzqQHh_I', 'plus_code': {'compound_code': '2626+JV Dandenong, Victoria, Australia', 'global_code': '4RJ72626+JV'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",145.2197596,y
2016,7574,St Albans Primary School,St Albans,VIC,3021,Government,Primary,School Single Entity,Individual Reporting,Department of Education and Training Victoria,Prep-6,Major Cities,950,48,26,20,6,26,24.4,40,29.7,299,151,148,299,2,86,"St Albans Primary School, St Albans, VIC, 3021","{'results': [{'address_components': [{'long_name': '39', 'short_name': '39', 'types': ['street_number']}, {'long_name': 'West Esplanade', 'short_name': 'W Esplanade', 'types': ['route']}, {'long_name': 'St Albans', 'short_name': 'St Albans', 'types': ['locality', 'political']}, {'long_name': 'Brimbank City', 'short_name': 'Brimbank', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3021', 'short_name': '3021', 'types': ['postal_code']}], 'formatted_address': '39 W Esplanade, St Albans VIC 3021, Australia', 'geometry': {'location': {'lat': -37.7387557, 'lng': 144.7959889}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.7374067197085, 'lng': 144.7973378802915}, 'southwest': {'lat': -37.74010468029149, 'lng': 144.7946399197085}}}, 'place_id': 'ChIJ58aXz5xf1moR4qSPKIuIzao', 'plus_code': {'compound_code': '7Q6W+F9 St Albans, Victoria, Australia', 'global_code': '4RJ67Q6W+F9'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}, {'address_components': [{'long_name': '65', 'short_name': '65', 'types': ['street_number']}, {'long_name': 'George Street', 'short_name': 'George St', 'types': ['route']}, {'long_name': 'St Albans', 'short_name': 'St Albans', 'types': ['locality', 'political']}, {'long_name': 'Brimbank City', 'short_name': 'Brimbank', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Victoria', 'short_name': 'VIC', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Australia', 'short_name': 'AU', 'types': ['country', 'political']}, {'long_name': '3021', 'short_name': '3021', 'types': ['postal_code']}], 'formatted_address': '65 George St, St Albans VIC 3021, Australia', 'geometry': {'location': {'lat': -37.7317166, 'lng': 144.8017033}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.7303676197085, 'lng': 144.8030522802915}, 'southwest': {'lat': -37.73306558029149, 'lng': 144.8003543197085}}}, 'place_id': 'ChIJUQ4SOXJf1moRQ5g9_G4aZcw', 'plus_code': {'compound_code': '7R92+8M St Albans, Victoria, Australia', 'global_code': '4RJ67R92+8M'}, 'types': ['establishment', 'point_of_interest', 'primary_school', 'school']}], 'status': 'OK'}",144.7959889,y
